"会話ID","name","text","charId","演出備考"
"DARK_CASTLE_ZELDRAS_ENCOUNTER","常闇のゼルドラス","ここは西の結界。闇の王へ至る資格なき者は、青き鍵に触れることも許されぬ。","","種別=会話; 行=2/4; 参照=dark_castle_zeldras_encounter:actions[0]; event=dark_castle_zeldras_encounter; actions=[CONV(value=""DARK_CASTLE_ZELDRAS_ENCOUNTER"") -> BOSS(value=301080,keyRewardColor=""blue"",winEventId=""dark_castle_zeldras_clear"")]"
"DARK_CASTLE_ZELDRAS_ENCOUNTER","シャオ","魔王の部下なら、どいて。こっちは確かめたいことがある。","105","種別=会話; 行=3/4; 参照=dark_castle_zeldras_encounter:actions[0]; event=dark_castle_zeldras_encounter; actions=[CONV(value=""DARK_CASTLE_ZELDRAS_ENCOUNTER"") -> BOSS(value=301080,keyRewardColor=""blue"",winEventId=""dark_castle_zeldras_clear"")]"
"DARK_CASTLE_ZELDRAS_ENCOUNTER","常闇のゼルドラス","ならば刃で示せ。怒りだけでこの城を進めると思うな。","","種別=会話; 行=4/4; 参照=dark_castle_zeldras_encounter:actions[0]; event=dark_castle_zeldras_encounter; actions=[CONV(value=""DARK_CASTLE_ZELDRAS_ENCOUNTER"") -> BOSS(value=301080,keyRewardColor=""blue"",winEventId=""dark_castle_zeldras_clear"")]"
"DARK_CASTLE_ZELDRAS_CLEAR","常闇のゼルドラス","よかろう。青き鍵を持って進め。だが玉座の前で、己の憎しみまで正義と呼ぶな。","","種別=会話; 行=1/2; 参照=dark_castle_zeldras_clear:actions[0]; event=dark_castle_zeldras_clear; actions=[CONV(value=""DARK_CASTLE_ZELDRAS_CLEAR"")]"
"DARK_CASTLE_ZELDRAS_CLEAR","シャオ","……わかってる。わかってるけど、簡単に割り切れないんだ。","105","種別=会話; 行=2/2; 参照=dark_castle_zeldras_clear:actions[0]; event=dark_castle_zeldras_clear; actions=[CONV(value=""DARK_CASTLE_ZELDRAS_CLEAR"")]"
"DARK_CASTLE_ELMENAS_ENCOUNTER","システム","東館二階、結界の間。風のない部屋に、鈴のような声だけが響いている。","","種別=会話; 行=1/4; 参照=dark_castle_elmenas_encounter:actions[0]; event=dark_castle_elmenas_encounter; actions=[CONV(value=""DARK_CASTLE_ELMENAS_ENCOUNTER"") -> BOSS(value=301082,keyRewardColor=""red"",winEventId=""dark_castle_elmenas_clear"")]"
"DARK_CASTLE_ELMENAS_ENCOUNTER","風詠のエルメナス","東の結界へようこそ。赤き鍵は、急ぐ者ほど遠ざかるわ。","","種別=会話; 行=2/4; 参照=dark_castle_elmenas_encounter:actions[0]; event=dark_castle_elmenas_encounter; actions=[CONV(value=""DARK_CASTLE_ELMENAS_ENCOUNTER"") -> BOSS(value=301082,keyRewardColor=""red"",winEventId=""dark_castle_elmenas_clear"")]"
"DARK_CASTLE_ELMENAS_ENCOUNTER","シャオ","回りくどい言い方はやめて。こっちは、魔王にも……あの人にも、聞きたいことがある。","105","種別=会話; 行=3/4; 参照=dark_castle_elmenas_encounter:actions[0]; event=dark_castle_elmenas_encounter; actions=[CONV(value=""DARK_CASTLE_ELMENAS_ENCOUNTER"") -> BOSS(value=301082,keyRewardColor=""red"",winEventId=""dark_castle_elmenas_clear"")]"
"DARK_CASTLE_ELMENAS_ENCOUNTER","風詠のエルメナス","風は答えを運ぶだけ。受け止めるかどうかは、あなた次第よ。","","種別=会話; 行=4/4; 参照=dark_castle_elmenas_encounter:actions[0]; event=dark_castle_elmenas_encounter; actions=[CONV(value=""DARK_CASTLE_ELMENAS_ENCOUNTER"") -> BOSS(value=301082,keyRewardColor=""red"",winEventId=""dark_castle_elmenas_clear"")]"
"DARK_CASTLE_ELMENAS_CLEAR","風詠のエルメナス","赤き鍵はあなたたちへ。……風が告げている。玉座で待つ者は、ただの敵ではないわ。","","種別=会話; 行=1/2; 参照=dark_castle_elmenas_clear:actions[0]; event=dark_castle_elmenas_clear; actions=[CONV(value=""DARK_CASTLE_ELMENAS_CLEAR"")]"
"DARK_CASTLE_ELMENAS_CLEAR","シャオ","……だったら、なおさら行く。","105","種別=会話; 行=2/2; 参照=dark_castle_elmenas_clear:actions[0]; event=dark_castle_elmenas_clear; actions=[CONV(value=""DARK_CASTLE_ELMENAS_CLEAR"")]"
"DARK_CASTLE_BELET_ELM_ENCOUNTER","システム","本館二階、夢幻回廊。床も天井も歪み、進んだはずの道が背後へ戻っていく。","","種別=会話; 行=1/4; 参照=dark_castle_belet_elm_encounter:actions[0]; event=dark_castle_belet_elm_encounter; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_ENCOUNTER"") -> BOSS(value=301081,keyRewardColor=""gold"",winEventId=""dark_castle_belet_elm_clear"")]"
"DARK_CASTLE_BELET_ELM_ENCOUNTER","冥騎士ベレト","赤と青の結界を越えたか。ならば最後は、己の影と戦う覚悟を見せろ。","","種別=会話; 行=2/4; 参照=dark_castle_belet_elm_encounter:actions[0]; event=dark_castle_belet_elm_encounter; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_ENCOUNTER"") -> BOSS(value=301081,keyRewardColor=""gold"",winEventId=""dark_castle_belet_elm_clear"")]"
"DARK_CASTLE_BELET_ELM_ENCOUNTER","レイラ","この回廊そのものが試練になっています。迷いを突かれないでください。","204","種別=会話; 行=3/4; 参照=dark_castle_belet_elm_encounter:actions[0]; event=dark_castle_belet_elm_encounter; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_ENCOUNTER"") -> BOSS(value=301081,keyRewardColor=""gold"",winEventId=""dark_castle_belet_elm_clear"")]"
"DARK_CASTLE_BELET_ELM_ENCOUNTER","冥騎士ベレト","金の鍵は玉座への最後の鎖。欲しければ、夢ごと斬り払ってみせよ。","","種別=会話; 行=4/4; 参照=dark_castle_belet_elm_encounter:actions[0]; event=dark_castle_belet_elm_encounter; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_ENCOUNTER"") -> BOSS(value=301081,keyRewardColor=""gold"",winEventId=""dark_castle_belet_elm_clear"")]"
"DARK_CASTLE_BELET_ELM_CLEAR","冥騎士ベレト","見事。金の鍵を持て。玉座の扉は、三つの鍵をそろえた者だけを通す。","","種別=会話; 行=1/2; 参照=dark_castle_belet_elm_clear:actions[0]; event=dark_castle_belet_elm_clear; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_CLEAR"")]"
"DARK_CASTLE_BELET_ELM_CLEAR","レイラ","青、赤、金……これで謁見の間へ進めるはずです。","204","種別=会話; 行=2/2; 参照=dark_castle_belet_elm_clear:actions[0]; event=dark_castle_belet_elm_clear; actions=[CONV(value=""DARK_CASTLE_BELET_ELM_CLEAR"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","システム","魔王城三階、謁見の間。
闇のプリズムは静かに脈打ち、玉座の前に魔王[N:402]が立っている。","","種別=会話; 行=1/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","三つの結界を越えたか。
ならば、言葉は少なくていい。","402","種別=会話; 行=2/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャオ","私は……魔王より先に、聞きたい相手がいる。
シャニー姉さんは、ここにいるんでしょ。","105","種別=会話; 行=3/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャニー","……いる。","306","種別=会話; 行=4/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャオ","なんで……里を捨てたの。
みんな、ずっと待ってたのに。","105","種別=会話; 行=5/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","捨てた、か。
戻れば、あの里が先に死んでいただけだ。","402","種別=会話; 行=6/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャオ","……何を、言ってる。","105","種別=会話; 行=7/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","幼い身で深淵に魅入られた者が、
人里で生きられると思うか。","402","種別=会話; 行=8/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャニー","ゼノン様。そこまででいい。","306","種別=会話; 行=9/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","……よかろう。
沈黙を選んだのは、お前だ。","402","種別=会話; 行=10/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャニー","シャオ。今は話せない。
でも、里を嫌いになった日はない。","306","種別=会話; 行=11/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャオ","そんな言い方で、納得できるわけ……！","105","種別=会話; 行=12/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","シャニー","うん。だから、怒ってていい。","306","種別=会話; 行=13/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","家族の話なら、剣の後にしろ。
ここは玉座で、余は魔王だ。","402","種別=会話; 行=14/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_ZENON_ENCOUNTER","魔王ゼノン","闇を恐れて膝をつく者か、闇の前で立つ者か。
余に示せ。","402","種別=会話; 行=15/15; 参照=dark_castle_zenon_encounter:actions[0]; event=dark_castle_zenon_encounter; actions=[CONV(value=""DARK_CASTLE_ZENON_ENCOUNTER"") -> BOSS(value=301100,winEventId=""dark_castle_clear"")]"
"DARK_CASTLE_CLEAR","魔王ゼノン","……見事だ。
闇を前にしても、刃を止めなかった。","402","種別=会話; 行=1/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","システム","闇のプリズムは静かに脈打っている。
濁りはない。傷もない。","","種別=会話; 行=2/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャオ","壊れて……ない。
魔王が、壊したんじゃないの？","105","種別=会話; 行=3/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","魔王ゼノン","余を善と呼ぶな。不快だ。
だが、預かったものは捨てぬ。","402","種別=会話; 行=4/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","魔王ゼノン","シャニーも同じだ。
縋ったのはあれだが、救ったのは余だ。","402","種別=会話; 行=5/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","魔王ゼノン","代わりに、その才と生涯はもらった。
契約とは、そういうものだ。","402","種別=会話; 行=6/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャニー","ゼノン様。……もう、十分です。","306","種別=会話; 行=7/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャオ","姉さん……何を、したの。","105","種別=会話; 行=8/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャニー","生きるために、選んだ。
あなたのそばには、戻れなかった。","306","種別=会話; 行=9/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャニー","それでも……忘れた日はない。","306","種別=会話; 行=10/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャオ","……許したわけじゃない。
でも、知らないことがあるのは分かった。","105","種別=会話; 行=11/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","魔王ゼノン","六つが応えた今なら、世界中央の亀裂も開く。
案内は、こいつに任せる。","402","種別=会話; 行=12/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","シャニー","……道は知ってる。
今度は、黙って消えない。","306","種別=会話; 行=13/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"DARK_CASTLE_CLEAR","システム","[N:306]が仲間に加わった！","","種別=会話; 行=14/14; 参照=dark_castle_clear:actions[0]; event=dark_castle_clear; actions=[CONV(value=""DARK_CASTLE_CLEAR"") -> ALLY(value=306) -> FLAG(key=""darkCastleCleared"") -> FLAG(key=""prismBlessingsComplete"") -> STEP(value=9) -> SUB(value=0) -> LOG(value=""闇の加護を得た。世界の中心の亀裂へ向かおう。"")]"
"POST_DARK_CASTLE_BASE_1","魔族兵","城を開く日が来るとはな。
ゼノン様も無茶をなさる。門番の胃にも限界がある。","1002","種別=会話; 行=1/3; 参照=post_dark_castle_base_1:actions[0]; event=post_dark_castle_base_1; actions=[CONV(value=""POST_DARK_CASTLE_BASE_1"")]"
"POST_DARK_CASTLE_BASE_1","魔族兵","だが混沌を止めるなら、人も魔族も関係あるまい。
うちの鍋だって、蓋を押さえねば吹きこぼれる。","1002","種別=会話; 行=2/3; 参照=post_dark_castle_base_1:actions[0]; event=post_dark_castle_base_1; actions=[CONV(value=""POST_DARK_CASTLE_BASE_1"")]"
"POST_DARK_CASTLE_BASE_1","魔族兵","怖いか？　こちらも怖い。
怖い者同士なら、剣を抜く前に一拍置ける。","1002","種別=会話; 行=3/3; 参照=post_dark_castle_base_1:actions[0]; event=post_dark_castle_base_1; actions=[CONV(value=""POST_DARK_CASTLE_BASE_1"")]"
"QUEST_LICIA_START","リーシア","この先の小部屋は、結界で閉ざされているわ。","","種別=会話; 行=1/2; 参照=quest_licia_start:actions[0]; event=quest_licia_start; actions=[CONV(value=""QUEST_LICIA_START"")]"
"QUEST_LICIA_START","リーシア","私が結界を解く。
離れずについてきて。","","種別=会話; 行=2/2; 参照=quest_licia_start:actions[0]; event=quest_licia_start; actions=[CONV(value=""QUEST_LICIA_START"")]"
"QUEST_LICIA_ENCOUNTER","リーシア","待って。あの結界、壁じゃない。
中で何かを飼ってる。","","種別=会話; 行=1/2; 参照=quest_licia_encounter:actions[0]; event=quest_licia_encounter; actions=[CONV(value=""QUEST_LICIA_ENCOUNTER"") -> BOSS(value=[100078,100082,100078],winEventId=""quest_licia_clear"")]"
"QUEST_LICIA_ENCOUNTER","リーシア","核を壊せば解ける。
来るわ。","","種別=会話; 行=2/2; 参照=quest_licia_encounter:actions[0]; event=quest_licia_encounter; actions=[CONV(value=""QUEST_LICIA_ENCOUNTER"") -> BOSS(value=[100078,100082,100078],winEventId=""quest_licia_clear"")]"
"QUEST_LICIA_CLEAR","リーシア","結界は解けた。
けれど、壁の裏にまだ誰かの指跡が残っている。","","種別=会話; 行=1/3; 参照=quest_licia_clear:actions[0]; event=quest_licia_clear; actions=[CONV(value=""QUEST_LICIA_CLEAR"") -> QUEST_COMPLETE(value=""licia_crena_depths"")]"
"QUEST_LICIA_CLEAR","リーシア","気になるのよ。
鍵穴を覗いたまま、扉を閉めるなんてできない性分でね。","","種別=会話; 行=2/3; 参照=quest_licia_clear:actions[0]; event=quest_licia_clear; actions=[CONV(value=""QUEST_LICIA_CLEAR"") -> QUEST_COMPLETE(value=""licia_crena_depths"")]"
"QUEST_LICIA_CLEAR","リーシア","同行するわ。
見逃したものを、あとで悔やむ方がずっと面倒だもの。","","種別=会話; 行=3/3; 参照=quest_licia_clear:actions[0]; event=quest_licia_clear; actions=[CONV(value=""QUEST_LICIA_CLEAR"") -> QUEST_COMPLETE(value=""licia_crena_depths"")]"
"QUEST_RYU_MINERVA_ENCOUNTER","ミネルバ","待って。この留め具、
誰かが内側から削ってる。","","種別=会話; 行=1/2; 参照=quest_ryu_minerva_encounter:actions[0]; event=quest_ryu_minerva_encounter; actions=[CONV(value=""QUEST_RYU_MINERVA_ENCOUNTER"") -> BOSS(value=301100,winEventId=""quest_ryu_minerva_clear"")]"
"QUEST_RYU_MINERVA_ENCOUNTER","リュウ","来る。
話は生きて戻ってからだ。","","種別=会話; 行=2/2; 参照=quest_ryu_minerva_encounter:actions[0]; event=quest_ryu_minerva_encounter; actions=[CONV(value=""QUEST_RYU_MINERVA_ENCOUNTER"") -> BOSS(value=301100,winEventId=""quest_ryu_minerva_clear"")]"
"QUEST_RYU_MINERVA_CLEAR","ミネルバ","封じは解けた。でもね、留め具の削り方が気になるの。
王国の古い工房で見た癖と似てる。","","種別=会話; 行=1/3; 参照=quest_ryu_minerva_clear:actions[0]; event=quest_ryu_minerva_clear; actions=[CONV(value=""QUEST_RYU_MINERVA_CLEAR"")]"
"QUEST_RYU_MINERVA_CLEAR","リュウ","ならば追う。
言葉が要る時は、お前に任せる。","","種別=会話; 行=2/3; 参照=quest_ryu_minerva_clear:actions[0]; event=quest_ryu_minerva_clear; actions=[CONV(value=""QUEST_RYU_MINERVA_CLEAR"")]"
"QUEST_RYU_MINERVA_CLEAR","ミネルバ","交渉成立ね。
拳が要る時は、あなたに任せるわ。","","種別=会話; 行=3/3; 参照=quest_ryu_minerva_clear:actions[0]; event=quest_ryu_minerva_clear; actions=[CONV(value=""QUEST_RYU_MINERVA_CLEAR"")]"
"QUEST_ZENON_ENCOUNTER","ゼノン","封じたはずの最悪が、
まだ底で息をしている。","","種別=会話; 行=1/2; 参照=quest_zenon_hidden_encounter:actions[0]; event=quest_zenon_hidden_encounter; actions=[CONV(value=""QUEST_ZENON_ENCOUNTER"") -> BOSS(value=401180,winEventId=""quest_zenon_hidden_clear"")]"
"QUEST_ZENON_ENCOUNTER","ゼノン","私が縛る。
お前は、その間に斬れ。","","種別=会話; 行=2/2; 参照=quest_zenon_hidden_encounter:actions[0]; event=quest_zenon_hidden_encounter; actions=[CONV(value=""QUEST_ZENON_ENCOUNTER"") -> BOSS(value=401180,winEventId=""quest_zenon_hidden_clear"")]"
"QUEST_ZENON_CLEAR","ゼノン","恐怖で魔を縛れば、
人は私を魔王と呼ぶ。","","種別=会話; 行=1/4; 参照=quest_zenon_hidden_clear:actions[0]; event=quest_zenon_hidden_clear; actions=[CONV(value=""QUEST_ZENON_CLEAR"") -> QUEST_COMPLETE(value=""zenon_hidden_grezelia"")]"
"QUEST_ZENON_CLEAR","ゼノン","それで世界が保つなら、
名など好きに呼ばせてきた。","","種別=会話; 行=2/4; 参照=quest_zenon_hidden_clear:actions[0]; event=quest_zenon_hidden_clear; actions=[CONV(value=""QUEST_ZENON_CLEAR"") -> QUEST_COMPLETE(value=""zenon_hidden_grezelia"")]"
"QUEST_ZENON_CLEAR","主人公","名ではなく、何を守るかを見る。","301","種別=会話; 行=3/4; 参照=quest_zenon_hidden_clear:actions[0]; event=quest_zenon_hidden_clear; actions=[CONV(value=""QUEST_ZENON_CLEAR"") -> QUEST_COMPLETE(value=""zenon_hidden_grezelia"")]"
"QUEST_ZENON_CLEAR","ゼノン","ならば見届けよう。
お前の剣が選ぶ、世界の続きを。","","種別=会話; 行=4/4; 参照=quest_zenon_hidden_clear:actions[0]; event=quest_zenon_hidden_clear; actions=[CONV(value=""QUEST_ZENON_CLEAR"") -> QUEST_COMPLETE(value=""zenon_hidden_grezelia"")]"
"LOCKED_ABYSS_FIELD","ケイト","魔力汚染がひどすぎます…入ったら、正気ではいられない。","104","種別=会話; 行=1/2; 参照=locked_abyss_field:actions[0]; event=locked_abyss_field; actions=[CONV(value=""LOCKED_ABYSS_FIELD"")]"
"LOCKED_ABYSS_FIELD","ケイト","入る方法を探すしかなさそうです","104","種別=会話; 行=2/2; 参照=locked_abyss_field:actions[0]; event=locked_abyss_field; actions=[CONV(value=""LOCKED_ABYSS_FIELD"")]"
"ABYSS_UNSEALED_FINAL","システム","黒い亀裂が、息をしている。
石でも穴でもなく、世界そのものの傷口が開いていた。","","種別=会話; 行=1/9; 参照=abyss_unsealed:actions[0]; event=abyss_unsealed; actions=[CONV(value=""ABYSS_UNSEALED_FINAL"") -> UNLOCK(value=""abyss"") -> FLAG(key=""abyssOuterReached"") -> STEP(value=10) -> SUB(value=0) -> FLAG(key=""abyssFirstEntered"") -> START_FIXED_MAP(value=""CARMENA"")]"
"ABYSS_UNSEALED_FINAL","ケイト","水の流れがないのに、底から波の音がします。
……ここ、普通の穴じゃありません。","104","種別=会話; 行=2/9; 参照=abyss_unsealed:actions[0]; event=abyss_unsealed; actions=[CONV(value=""ABYSS_UNSEALED_FINAL"") -> UNLOCK(value=""abyss"") -> FLAG(key=""abyssOuterReached"") -> STEP(value=10) -> SUB(value=0) -> FLAG(key=""abyssFirstEntered"") -> START_FIXED_MAP(value=""CARMENA"")]"
"ABYSS_UNSEALED_FINAL","レイラ","祈りの言葉が、口の中でほどけます。
光がまっすぐ進めない場所なんて……。","204","種別=会話; 行=3/9; 参照=abyss_unsealed:actions[0]; event=abyss_unsealed; actions=[CONV(value=""ABYSS_UNSEALED_FINAL"") -> UNLOCK(value=""abyss"") -> FLAG(key=""abyssOuterReached"") -> STEP(value=10) -> SUB(value=0) -> FLAG(key=""abyssFirstEntered"") -> START_FIXED_MAP(value=""CARMENA"")]"
"ABYSS_UNSEALED_FINAL","シャニー","深淵は、ただの穴じゃない。
見すぎると、向こうもこちらを見る。","306","種別=会話; 行=4/9; 参照=abyss_unsealed:actions[0]; event=abyss_unsealed; actions=[CONV(value=""ABYSS_UNSEALED_FINAL"") -> UNLOCK(value=""abyss"") -> FLAG(key=""abyssOuterReached"") -> STEP(value=10) -> SUB(value=0) -> FLAG(key=""abyssFirstEntered"") -> START_FIXED_MAP(value=""CARMENA"")]"
